154,138.12,48.80,#,#,#,#,81.20,0.09,22.23,51.56,-8.64,3.83,1.34,0.35,-0.12,-0.34,23.21,896,1000.00,*FE
155,139.02,48.10,#,#,#,#,81.15,0.09,22.25,52.13,-9.35,-3.75,-1.32,-0.23,-1.56,2.59,23.31,896,1000.00,*4D
156,139.91,48.80,#,#,#,#,81.19,0.09,22.26,52.20,6.67,4.81,6.68,0.40,-1.68,0.73,23.26,897,1000.00,*51
157,140.81,48.80,#,#,#,#,81.14,0.09,22.24,50.92,4.64,6.91,-3.48,0.17,-0.39,0.02,23.21,896,1000.00,*C7
158,141.70,48.80,#,#,#,#,81.18,0.09,22.26,50.43,-8.92,3.70,2.84,-2.50,1.99,-3.91,23.21,896,1000.00,*45
159,142.60,48.80,#,#,#,#,81.28,0.09,22.29,51.32,-10.70,-2.94,1.12,-2.48,-0.81,-0.94,23.31,896,1000.00,*5A
160,143.50,48.80,#,#,#,#,81.55,0.09,22.32,52.32,-8.69,-2.60,4.17,0.22,-0.28,0.50,23.31,897,1000.00,*C0
161,144.39,48.80,#,#,#,#,81.40,0.09,22.36,52.91,-9.31,0.78,-1.16,0.57,-0.11,0.35,23.26,896,1000.00,*78
162,145.29,48.80,#,#,#,#,81.50,0.09,22.37,53.53,-7.71,5.84,1.65,-0.17,-0.22,0.15,23.21,896,1000.00,*C4
163,146.19,48.10,#,#,#,#,81.85,0.09,22.36,52.64,-0.54,9.71,2.71,0.00,-0.15,0.38,23.26,896,1000.00,*EA
164,147.08,48.80,#,#,#,#,81.61,0.09,22.35,51.37,-0.68,10.06,4.29,-0.83,0.37,-0.52,23.26,896,1000.00,*38
165,147.98,48.80,#,#,#,#,81.65,0.09,22.35,50.52,-8.56,-2.80,0.54,-0.89,2.14,-2.17,23.35,897,1000.00,*2F
166,148.88,48.80,#,#,#,#,81.71,0.09,22.40,51.53,-8.08,1.46,-3.92,0.30,0.47,1.01,23.35,897,1000.00,*94
167,149.77,48.80,#,#,#,#,81.59,0.09,22.43,53.01,0.24,7.07,-6.56,0.18,0.25,1.45,23.40,896,1000.00,*16
168,150.67,48.80,#,#,#,#,81.63,0.09,22.43,52.66,-8.73,0.88,-4.48,-1.29,-0.44,-2.51,23.31,896,1000.00,*9B
169,151.56,48.80,#,#,#,#,81.78,0.09,22.44,52.29,-1.83,-0.15,11.44,-0.16,-1.97,-0.28,23.45,897,1000.00,*55
170,152.46,49.50,#,#,#,#,81.58,0.09,22.46,52.54,7.29,1.14,7.92,-0.39,-0.22,0.46,23.45,897,1000.00,*66
171,153.36,48.80,#,#,#,#,81.57,0.09,22.45,51.26,-8.03,-3.90,2.90,0.79,3.03,-0.65,23.49,896,1000.00,*95
172,154.25,49.50,#,#,#,#,81.58,0.09,22.47,51.41,-8.91,-3.66,1.36,-1.14,-4.37,3.21,23.40,896,1000.00,*E7
173,155.15,48.80,#,#,#,#,81.15,0.09,22.49,51.55,5.62,4.32,7.23,1.38,0.62,-1.35,23.45,897,1000.00,*1E
174,156.05,49.50,#,#,#,#,81.75,0.09,22.47,50.57,0.33,9.89,-3.45,0.82,0.66,-0.32,23.54,896,1000.00,*F5
175,156.94,48.80,#,#,#,#,81.75,0.09,22.48,50.57,-6.29,-0.51,-5.48,-1.01,-0.90,-1.20,23.45,896,1000.00,*C0
176,157.84,48.80,#,#,#,#,81.51,0.09,22.52,50.72,-6.90,0.22,5.51,-0.09,0.29,0.05,23.54,897,1000.00,*C2
177,158.74,48.80,#,#,#,#,81.62,0.09,22.50,50.20,-9.13,-2.16,0.93,0.31,2.69,-2.94,23.45,896,1000.00,*12
178,159.63,48.80,#,#,#,#,81.72,0.09,22.54,50.62,-6.99,-7.49,-4.02,-0.40,0.43,0.06,23.59,896,1000.00,*17
