37,23.09,44.60,#,#,#,#,#,#,#,186.17,0.32,24.12,34.34,1.05,0.10,10.20,-0.07,0.03,-0.01,24.06,0,1000.00,*74
38,23.68,44.60,#,#,#,#,#,#,#,186.30,0.32,24.10,33.88,1.01,0.06,10.21,-0.07,0.03,-0.01,24.01,0,1000.00,*B2
39,24.26,44.60,#,#,#,#,#,#,#,186.28,0.32,24.10,33.52,1.31,0.21,10.03,-0.06,0.03,-0.01,24.01,0,1000.00,*3C
40,24.85,44.60,#,#,#,#,#,#,#,186.05,0.32,24.11,33.26,1.21,0.32,10.29,-0.07,0.02,-0.02,23.97,0,1000.00,*3B
41,25.43,44.60,#,#,#,#,#,#,#,186.18,0.32,24.10,33.04,1.28,0.29,10.07,-0.07,0.03,-0.02,24.06,0,1000.00,*A0
42,26.01,44.60,#,#,#,#,#,#,#,186.39,0.32,24.10,32.89,0.88,-0.03,10.23,-0.07,0.03,-0.01,24.01,0,1000.00,*E0
43,26.60,44.60,#,#,#,#,#,#,#,186.26,0.32,24.11,32.76,1.08,0.09,10.13,-0.07,0.03,-0.02,23.97,0,1000.00,*E9
44,27.18,45.30,#,#,#,#,#,#,#,186.07,0.32,24.11,32.67,0.69,0.09,9.85,-0.22,0.10,-0.21,24.01,0,1000.00,*F8
45,27.77,45.30,#,#,#,#,#,#,#,186.09,0.32,24.10,32.66,0.83,0.08,10.05,0.04,-0.05,0.06,24.11,0,1000.00,*A1
0,0.32,36.20,#,#,#,#,#,#,#,#,#,#,0.97,0.06,10.20,-0.07,0.02,-0.02,23.40,0,1000.00,*F1
1,0.69,36.90,#,#,#,#,#,#,#,185.77,0.42,23.87,34.90,1.02,0.03,10.15,-0.07,0.02,-0.02,23.45,0,1000.00,*CF
2,1.28,37.60,#,#,#,#,#,#,#,185.70,0.32,23.93,34.47,1.01,0.05,10.12,-0.06,0.03,-0.01,23.49,0,1000.00,*80
3,1.98,37.60,#,#,#,#,#,#,#,185.94,0.26,23.95,34.11,1.18,0.10,10.13,-0.09,0.02,-0.01,23.64,0,1000.00,*AF
4,2.57,37.60,#,#,#,#,#,#,#,185.82,0.32,23.96,33.92,1.12,0.08,10.09,-0.07,0.03,-0.02,23.59,0,1000.00,*2B
5,3.15,38.30,#,#,#,#,#,#,#,185.97,0.32,23.97,33.76,1.01,0.13,10.14,-0.07,0.03,-0.02,23.59,0,1000.00,*AB
6,3.73,38.30,#,#,#,#,#,#,#,185.76,0.32,23.98,33.71,1.05,0.10,10.22,-0.06,0.03,-0.01,23.59,0,1000.00,*8F
7,4.32,38.30,#,#,#,#,#,#,#,186.15,0.32,23.99,33.73,1.05,-0.00,10.18,-0.07,0.03,-0.02,23.68,0,1000.00,*8F
8,4.90,39.00,#,#,#,#,#,#,#,185.98,0.32,23.99,33.68,1.02,0.03,10.12,-0.07,0.03,-0.02,23.68,0,1000.00,*FF
9,5.48,39.70,#,#,#,#,#,#,#,185.65,0.32,23.99,33.54,0.96,0.05,10.16,-0.07,0.03,-0.01,23.73,0,1000.00,*38
10,6.06,39.00,#,#,#,#,#,#,#,185.99,0.32,23.99,33.35,1.01,0.03,10.20,-0.07,0.03,-0.02,23.68,0,1000.00,*AB
11,6.65,39.70,#,#,#,#,#,#,#,185.85,0.32,23.98,33.23,0.91,-0.06,10.13,-0.07,0.03,-0.01,23.68,0,1000.00,*5C
12,7.23,40.40,#,#,#,#,#,#,#,185.83,0.32,23.99,33.19,1.13,0.09,10.26,-0.06,0.03,-0.02,23.73,0,1000.00,*36
13,7.81,40.40,#,#,#,#,#,#,#,185.79,0.32,24.00,33.18,0.95,-0.07,10.07,-0.07,0.03,-0.01,23.64,0,1000.00,*D2
14,8.40,40.40,#,#,#,#,#,#,#,185.91,0.32,23.99,33.15,1.02,0.06,10.07,-0.06,0.03,-0.02,23.73,0,1000.00,*6C
15,8.98,40.40,#,#,#,#,#,#,#,185.75,0.32,24.01,33.13,0.90,-0.11,10.11,-0.07,0.03,-0.02,23.78,0,1000.00,*F3
16,9.56,40.40,#,#,#,#,#,#,#,185.75,0.32,24.01,33.08,0.87,0.00,10.15,-0.08,0.03,-0.01,23.78,0,1000.00,*48
17,10.15,40.40,#,#,#,#,#,#,#,185.65,0.32,24.01,33.06,1.11,0.13,10.06,-0.06,0.04,-0.01,23.87,0,1000.00,*CC
18,10.73,40.40,#,#,#,#,#,#,#,185.69,0.32,24.02,33.01,1.02,0.00,10.06,-0.06,0.05,-0.01,23.92,0,1000.00,*D3
19,11.32,40.40,#,#,#,#,#,#,#,185.65,0.32,24.02,32.92,1.04,-0.02,10.27,-0.06,0.03,-0.02,23.87,0,1000.00,*A2
