0,0.33,31.30,#,#,#,#,#,#,#,#,#,#,-9.79,-5.15,-2.84,0.26,0.23,-0.45,22.41,0,1000.00,*D7
1476,862.31,55.10,#,#,#,#,#,#,#,181.31,0.31,26.05,32.55,-3.00,-8.00,-0.97,0.00,-0.09,-0.22,26.84,0,1000.00,*43
1477,862.90,55.10,#,#,#,#,#,#,#,181.20,0.31,26.05,32.53,-2.34,-7.36,-2.04,0.01,-0.56,0.45,26.84,0,1000.00,*42
1478,863.48,55.10,#,#,#,#,#,#,#,181.27,0.31,26.05,32.51,-2.83,-7.98,-1.34,-0.08,0.23,0.04,26.88,0,1000.00,*F0
1479,864.07,55.80,#,#,#,#,#,#,#,181.47,0.31,26.05,32.50,-0.79,-4.91,-4.72,0.12,-0.00,0.54,26.84,0,1000.00,*8B
1480,864.65,55.80,#,#,#,#,#,#,#,181.41,0.31,26.05,32.50,-2.16,-5.12,-3.96,0.08,-0.32,0.25,26.84,0,1000.00,*B6
1481,865.23,55.80,#,#,#,#,#,#,#,181.29,0.31,26.06,32.50,-3.07,-5.06,-3.45,-0.12,-0.30,0.33,26.88,0,1000.00,*F4
1482,865.82,55.80,#,#,#,#,#,#,#,181.30,0.31,26.06,32.49,-3.60,-5.92,-3.63,-0.41,0.29,-0.01,26.84,0,1000.00,*7A
1483,866.40,55.80,#,#,#,#,#,#,#,181.39,0.31,26.06,32.48,-3.47,-6.80,-3.66,-0.35,0.06,-0.11,26.84,0,1000.00,*79
1484,866.99,55.80,#,#,#,#,#,#,#,181.39,0.31,26.06,32.46,-3.79,-6.79,-3.73,-0.35,0.48,-0.08,26.88,0,1000.00,*3C
1485,867.57,55.80,#,#,#,#,#,#,#,181.51,0.31,26.06,32.43,-4.00,-8.75,-4.08,-0.75,0.24,-0.21,26.84,0,1000.00,*81
1486,868.16,55.10,#,#,#,#,#,#,#,181.46,0.31,26.06,32.41,-1.93,-7.77,-6.30,-1.26,-0.84,-0.54,26.79,0,1000.00,*7E
1487,868.74,55.80,#,#,#,#,#,#,#,181.74,0.31,26.06,32.40,-5.14,-5.35,-5.16,-0.13,0.02,0.75,26.79,0,1000.00,*FA
1488,869.33,55.10,#,#,#,#,#,#,#,181.52,0.31,26.06,32.39,-6.53,-7.68,-3.60,0.23,0.15,-0.75,26.74,0,1000.00,*46
1489,869.91,55.10,#,#,#,#,#,#,#,181.27,0.31,26.06,32.38,-2.52,-6.85,-4.36,-0.21,0.38,0.62,26.79,0,1000.00,*A6
1490,870.50,55.10,#,#,#,#,#,#,#,181.65,0.31,26.06,32.33,-2.63,-4.91,-3.59,-0.36,-0.23,0.11,26.79,0,1000.00,*93
1491,871.08,55.10,#,#,#,#,#,#,#,181.43,0.31,26.07,32.31,-2.75,-5.17,-3.16,-0.55,0.34,0.41,26.84,0,1000.00,*C9
1492,871.66,55.80,#,#,#,#,#,#,#,181.52,0.31,26.07,32.28,-3.04,-5.17,-3.34,-0.68,0.03,-0.37,26.88,0,1000.00,*52
1493,872.25,55.80,#,#,#,#,#,#,#,181.44,0.31,26.06,32.26,-2.55,-5.74,-4.21,-0.51,1.04,0.17,26.84,0,1000.00,*40
1494,872.83,55.80,#,#,#,#,#,#,#,181.48,0.31,26.07,32.25,-3.55,-6.21,-4.21,-0.20,0.02,-0.00,26.93,0,1000.00,*77
1495,873.42,55.80,#,#,#,#,#,#,#,181.47,0.31,26.07,32.25,-3.66,-6.18,-3.85,-0.54,0.30,-0.27,26.88,0,1000.00,*40
1496,874.00,55.80,#,#,#,#,#,#,#,181.36,0.31,26.07,32.25,-4.13,-7.07,-3.74,-0.25,-0.14,0.04,26.84,0,1000.00,*F1
1497,874.59,55.80,#,#,#,#,#,#,#,181.58,0.31,26.07,32.24,-4.91,-7.72,-4.11,-0.36,0.38,-0.21,26.79,0,1000.00,*33
1498,875.17,55.80,#,#,#,#,#,#,#,181.78,0.31,26.07,32.24,-3.79,-7.63,-5.73,-0.22,0.71,0.48,26.93,0,1000.00,*32
1499,875.75,55.80,#,#,#,#,#,#,#,181.72,0.31,26.07,32.21,-4.15,-9.76,-4.76,0.19,-0.17,-0.12,26.84,0,1000.00,*7E
1500,876.34,55.10,#,#,#,#,#,#,#,181.62,0.31,26.08,32.19,-6.37,-5.78,-5.67,0.56,0.08,1.08,26.79,0,1000.00,*5C
1501,876.92,55.10,#,#,#,#,#,#,#,181.79,0.31,26.07,32.18,-7.32,-8.58,-4.93,-0.30,0.72,-0.81,26.88,0,1000.00,*19
1502,877.50,55.80,#,#,#,#,#,#,#,181.89,0.31,26.08,32.16,-6.66,-9.56,-6.33,0.28,0.34,-0.10,26.74,0,1000.00,*92
1503,878.09,55.10,#,#,#,#,#,#,#,181.63,0.31,26.08,32.15,-3.56,-9.97,-6.96,0.67,-0.57,-0.16,26.84,0,1000.00,*BA
1504,878.67,55.80,#,#,#,#,#,#,#,181.66,0.31,26.07,32.12,-4.18,-7.59,-7.44,-0.18,0.16,0.44,26.88,0,1000.00,*7D
1505,879.26,55.80,#,#,#,#,#,#,#,181.67,0.31,26.08,32.11,-2.62,-8.82,-5.99,-0.16,-0.03,-0.05,26.79,0,1000.00,*30
1506,879.84,55.80,#,#,#,#,#,#,#,181.53,0.31,26.08,32.11,-4.94,-8.89,-6.08,-0.04,0.47,0.17,26.74,0,1000.00,*3D
1507,880.43,55.80,#,#,#,#,#,#,#,181.72,0.31,26.08,32.12,-3.75,-8.81,-6.30,-0.15,0.13,-0.00,26.74,0,1000.00,*D3
1508,881.01,55.80,#,#,#,#,#,#,#,181.76,0.31,26.08,32.13,-4.93,-12.06,-6.27,0.12,0.44,-0.49,26.79,0,1000.00,*CE
1509,881.59,55.80,#,#,#,#,#,#,#,182.02,0.31,26.08,32.15,-3.75,-10.47,-5.24,0.16,0.27,-0.75,26.84,0,1000.00,*57
1510,882.18,55.80,#,#,#,#,#,#,#,181.82,0.31,26.08,32.13,-5.92,-11.95,-4.25,0.36,-0.12,-0.61,26.93,0,1000.00,*7F
1511,882.77,55.10,#,#,#,#,#,#,#,181.85,0.31,26.08,32.12,-5.04,-11.19,-3.73,-0.07,-0.69,-0.68,26.88,0,1000.00,*87
1512,883.35,55.10,#,#,#,#,#,#,#,182.03,0.31,26.09,32.11,-6.11,-9.40,-1.69,0.84,0.18,0.43,26.79,0,1000.00,*61
1513,883.93,55.80,#,#,#,#,#,#,#,182.00,0.31,26.09,32.09,-4.52,-10.08,-5.19,-1.55,0.31,-1.22,26.84,0,1000.00,*23
1514,884.52,55.10,#,#,#,#,#,#,#,182.10,0.31,26.09,32.05,-4.92,-10.03,-3.11,0.78,0.79,0.55,26.69,0,1000.00,*9E
1515,885.10,55.10,#,#,#,#,#,#,#,181.73,0.31,26.09,32.03,-3.08,-10.65,-2.67,0.22,-1.00,-0.57,26.84,0,1000.00,*A9
1516,885.69,55.10,#,#,#,#,#,#,#,182.22,0.31,26.09,32.02,-3.68,-8.83,-2.38,0.09,0.31,-0.12,26.88,0,1000.00,*3E
1517,886.27,55.80,#,#,#,#,#,#,#,182.12,0.31,26.09,32.00,-2.32,-7.79,-3.06,-0.57,0.15,-0.61,26.88,0,1000.00,*13
1518,886.85,55.80,#,#,#,#,#,#,#,182.14,0.31,26.09,31.99,-2.34,-8.26,-2.45,-0.49,0.63,-0.48,26.84,0,1000.00,*3D
1519,887.44,55.80,#,#,#,#,#,#,#,181.88,0.31,26.09,31.97,-2.66,-7.31,-2.02,-0.38,-0.54,-0.40,26.93,0,1000.00,*41
1520,888.02,55.80,#,#,#,#,#,#,#,182.15,0.31,26.09,31.96,-3.24,-6.79,-1.57,-0.48,0.13,0.28,26.88,0,1000.00,*58
1521,888.61,55.10,#,#,#,#,#,#,#,182.21,0.31,26.09,31.96,-3.11,-5.66,-2.29,0.01,-0.73,0.13,26.84,0,1000.00,*E1
1522,889.19,55.80,#,#,#,#,#,#,#,182.26,0.31,26.09,31.94,-2.98,-7.22,-1.55,-0.02,0.00,0.27,26.84,0,1000.00,*F9
1523,889.77,55.10,#,#,#,#,#,#,#,182.12,0.31,26.09,31.92,-3.09,-5.54,-2.94,-0.30,-0.40,0.21,26.84,0,1000.00,*12
1524,890.36,55.10,#,#,#,#,#,#,#,182.30,0.31,26.09,31.90,-3.80,-6.07,-2.20,-0.04,0.23,0.15,26.98,0,1000.00,*3C
1525,890.95,55.80,#,#,#,#,#,#,#,182.41,0.31,26.09,31.88,-3.26,-4.26,-3.07,-0.51,0.25,0.13,26.79,0,1000.00,*58
1526,891.53,55.10,#,#,#,#,#,#,#,182.29,0.31,26.09,31.86,-3.63,-4.57,-2.95,-0.51,0.12,0.25,26.84,0,1000.00,*B5
1527,892.12,55.80,#,#,#,#,#,#,#,182.42,0.31,26.09,31.82,-4.54,-5.34,-2.58,-0.12,0.09,0.23,26.84,0,1000.00,*C7
1528,892.70,55.10,#,#,#,#,#,#,#,182.09,0.31,26.10,31.79,-4.34,-5.60,-3.02,-0.22,0.39,-0.01,26.79,0,1000.00,*96
1529,893.28,55.10,#,#,#,#,#,#,#,182.26,0.31,26.10,31.77,-4.45,-5.38,-2.97,-0.15,-0.11,-0.00,26.79,0,1000.00,*56
1530,893.87,55.10,#,#,#,#,#,#,#,182.35,0.31,26.09,31.75,-4.04,-5.37,-2.95,-0.31,0.32,0.02,26.93,0,1000.00,*D3
1531,894.45,55.80,#,#,#,#,#,#,#,182.22,0.31,26.10,31.73,-4.50,-5.04,-3.19,-0.09,0.02,0.19,26.84,0,1000.00,*7D
1532,895.04,55.10,#,#,#,#,#,#,#,182.32,0.31,26.10,31.71,-3.89,-4.89,-2.87,0.00,0.65,0.37,26.79,0,1000.00,*82
1533,895.62,55.10,#,#,#,#,#,#,#,182.38,0.31,26.10,31.68,-3.38,-5.15,-2.86,-0.27,0.02,0.03,26.84,0,1000.00,*4B
1534,896.21,55.10,#,#,#,#,#,#,#,182.47,0.31,26.10,31.67,-3.54,-5.99,-2.09,0.10,-0.16,0.09,26.74,0,1000.00,*88
1535,896.79,55.80,#,#,#,#,#,#,#,182.38,0.31,26.10,31.66,-3.81,-4.98,-2.61,-0.26,-0.04,0.24,26.79,0,1000.00,*48
1536,897.37,55.10,#,#,#,#,#,#,#,182.44,0.31,26.10,31.64,-4.15,-5.46,-2.45,-0.23,0.21,0.25,26.84,0,1000.00,*E2
1537,897.96,55.10,#,#,#,#,#,#,#,182.48,0.31,26.10,31.62,-4.32,-5.80,-2.80,-0.30,0.19,0.20,26.79,0,1000.00,*1E
1538,898.54,55.80,#,#,#,#,#,#,#,182.56,0.31,26.09,31.60,-3.94,-5.09,-4.17,-0.08,0.11,0.33,26.84,0,1000.00,*6F
1539,899.12,55.10,#,#,#,#,#,#,#,182.57,0.31,26.10,31.58,-4.04,-5.74,-5.60,-0.35,-0.12,0.22,26.79,0,1000.00,*BA
1540,899.71,55.80,#,#,#,#,#,#,#,182.71,0.31,26.10,31.57,-5.76,-9.45,-5.16,0.13,0.05,0.38,26.84,0,1000.00,*8E
1541,900.29,55.10,#,#,#,#,#,#,#,182.54,0.31,26.10,31.54,-5.92,-4.26,-3.06,-0.02,0.54,0.58,26.74,0,1000.00,*ED
1542,900.87,55.80,#,#,#,#,#,#,#,182.65,0.31,26.10,31.53,-6.18,-5.24,-4.44,-0.54,0.46,-0.20,26.74,0,1000.00,*3F
1543,901.46,55.80,#,#,#,#,#,#,#,182.97,0.31,26.10,31.52,-6.96,-5.49,-4.03,0.00,0.23,0.25,26.88,0,1000.00,*C3
1544,902.04,55.10,#,#,#,#,#,#,#,182.81,0.31,26.10,31.51,-7.00,-6.51,-5.00,0.02,0.02,-0.06,26.88,0,1000.00,*B1
1545,902.63,55.10,#,#,#,#,#,#,#,182.87,0.31,26.10,31.48,-6.85,-6.70,-5.57,0.24,0.09,0.53,26.88,0,1000.00,*F2
1546,903.21,55.10,#,#,#,#,#,#,#,182.70,0.31,26.10,31.45,-7.07,-7.43,-5.32,-0.21,0.12,-0.40,26.88,0,1000.00,*75
1547,903.80,55.80,#,#,#,#,#,#,#,182.72,0.31,26.10,31.43,-7.73,-8.25,-5.63,-0.06,0.47,0.23,26.79,0,1000.00,*D2
1548,904.51,55.10,#,#,#,#,#,#,#,182.90,0.26,26.10,31.40,-6.31,-9.01,-3.02,-0.05,-0.49,-0.48,26.88,0,1000.00,*29
1549,905.09,55.10,#,#,#,#,#,#,#,182.80,0.31,26.10,31.38,-5.85,-8.31,-3.65,0.33,0.53,0.05,26.84,0,1000.00,*C3
1550,905.67,55.80,#,#,#,#,#,#,#,183.01,0.31,26.10,31.36,-3.85,-7.43,-4.60,-0.47,0.12,-0.03,26.88,0,1000.00,*C4
1551,906.26,55.80,#,#,#,#,#,#,#,182.76,0.31,26.10,31.35,-4.51,-9.09,-6.56,0.08,-2.80,-1.31,26.79,0,1000.00,*7C
1552,906.84,55.10,#,#,#,#,#,#,#,182.63,0.31,26.10,31.35,-3.87,-9.45,-4.27,1.24,-0.99,-1.69,26.84,0,1000.00,*B9
1553,907.43,55.80,#,#,#,#,#,#,#,183.00,0.31,26.10,31.35,-4.49,-5.54,-2.60,-0.83,0.98,-0.48,26.79,0,1000.00,*DB
1554,908.01,55.80,#,#,#,#,#,#,#,183.16,0.31,26.10,31.35,-4.01,-5.08,-3.57,-0.30,-0.58,0.02,26.84,0,1000.00,*D8
1555,908.59,55.80,#,#,#,#,#,#,#,183.20,0.31,26.11,31.33,-4.36,-4.18,-3.81,0.28,-0.13,0.44,26.84,0,1000.00,*8E
1556,909.18,55.10,#,#,#,#,#,#,#,183.18,0.31,26.10,31.31,-4.79,-4.13,-2.97,-0.41,-0.28,0.28,26.69,0,1000.00,*82
1557,909.76,55.80,#,#,#,#,#,#,#,183.40,0.31,26.10,31.29,-4.70,-4.60,-3.16,-0.03,0.50,0.26,26.79,0,1000.00,*E8
1558,910.35,55.80,#,#,#,#,#,#,#,183.17,0.32,26.10,31.27,-5.37,-4.36,-3.56,-0.29,0.35,-0.00,26.74,0,1000.00,*69
1559,910.93,55.10,#,#,#,#,#,#,#,183.25,0.31,26.10,31.26,-4.88,-3.79,-4.35,-0.10,-0.00,0.23,26.79,0,1000.00,*74
1560,911.51,55.80,#,#,#,#,#,#,#,183.33,0.32,26.10,31.23,-5.28,-4.29,-4.13,-0.29,-0.22,-0.02,26.79,0,1000.00,*C2
1561,912.09,55.10,#,#,#,#,#,#,#,183.24,0.31,26.10,31.22,-5.83,-5.27,-4.09,-0.39,0.57,-0.10,26.74,0,1000.00,*76
1562,912.69,55.80,#,#,#,#,#,#,#,183.43,0.31,26.11,31.20,-6.33,-6.29,-4.76,-0.30,-0.10,-0.22,26.88,0,1000.00,*F7
1563,913.27,55.80,#,#,#,#,#,#,#,183.21,0.31,26.10,31.19,-5.50,-8.34,-5.73,0.08,0.31,0.11,26.79,0,1000.00,*87
1564,913.85,55.10,#,#,#,#,#,#,#,183.36,0.32,26.10,31.16,-5.53,-7.84,-4.44,-0.03,0.62,-0.37,26.88,0,1000.00,*F2
1565,914.44,55.80,#,#,#,#,#,#,#,183.35,0.31,26.10,31.16,-5.05,-8.17,-5.60,-0.26,0.10,0.08,26.79,0,1000.00,*C8
1566,915.03,55.80,#,#,#,#,#,#,#,183.31,0.31,26.10,31.15,-7.90,-7.03,-4.19,-0.39,0.53,0.37,26.74,0,1000.00,*8E
1567,915.61,55.80,#,#,#,#,#,#,#,183.46,0.32,26.10,31.15,-6.77,-8.09,-5.28,0.13,-0.15,-0.04,26.79,0,1000.00,*28
1568,916.19,55.80,#,#,#,#,#,#,#,183.45,0.31,26.10,31.15,-7.29,-8.01,-6.36,-0.68,0.95,-0.49,26.84,0,1000.00,*B0
1569,916.78,55.10,#,#,#,#,#,#,#,183.85,0.31,26.10,31.13,-6.90,-9.93,-6.93,0.08,-0.07,-0.84,26.84,0,1000.00,*C5
1570,917.36,55.80,#,#,#,#,#,#,#,183.77,0.32,26.10,31.12,-7.67,-8.62,-5.21,0.31,0.03,0.14,26.79,0,1000.00,*60
1571,917.95,55.10,#,#,#,#,#,#,#,183.33,0.31,26.10,31.09,-6.07,-7.89,-7.04,-0.22,0.18,-1.31,26.79,0,1000.00,*9D
1572,918.53,55.80,#,#,#,#,#,#,#,183.84,0.32,26.10,31.07,-7.63,-8.90,-4.93,0.81,-0.20,-0.03,26.79,0,1000.00,*46
1573,919.11,55.80,#,#,#,#,#,#,#,183.99,0.32,26.09,31.06,-6.31,-9.06,-3.16,0.24,-0.91,-0.40,26.79,0,1000.00,*12
1574,919.70,55.10,#,#,#,#,#,#,#,184.04,0.31,26.10,31.04,-6.47,-7.74,-3.06,0.65,-0.16,0.48,26.69,0,1000.00,*EF
1575,920.28,55.80,#,#,#,#,#,#,#,183.86,0.32,26.10,31.02,-4.09,-8.82,-3.79,0.52,-0.54,0.16,26.84,0,1000.00,*AB
1576,920.86,55.10,#,#,#,#,#,#,#,183.99,0.31,26.10,31.01,-5.36,-7.11,-3.10,0.43,0.25,0.32,26.74,0,1000.00,*42
1577,921.45,55.80,#,#,#,#,#,#,#,184.02,0.31,26.10,31.00,-4.51,-7.38,-3.57,-0.21,0.04,0.21,26.74,0,1000.00,*B9
1578,922.03,55.80,#,#,#,#,#,#,#,183.75,0.32,26.10,30.99,-5.07,-5.61,-4.14,-0.05,0.16,-0.26,26.79,0,1000.00,*6F
1579,922.61,55.10,#,#,#,#,#,#,#,183.98,0.32,26.09,30.97,-4.30,-6.96,-2.36,-0.56,-0.10,-0.41,26.79,0,1000.00,*3A
1580,923.20,55.80,#,#,#,#,#,#,#,184.00,0.31,26.10,30.96,-4.86,-5.50,-2.06,-0.28,0.16,-0.40,26.79,0,1000.00,*AC
1581,923.78,55.10,#,#,#,#,#,#,#,183.99,0.32,26.10,30.92,-3.56,-5.24,-3.45,-0.13,-0.43,0.09,26.79,0,1000.00,*83
1582,924.37,55.10,#,#,#,#,#,#,#,184.20,0.31,26.10,30.91,-3.44,-5.68,-2.68,-0.10,-0.04,-0.01,26.79,0,1000.00,*9C
1583,924.95,55.80,#,#,#,#,#,#,#,184.15,0.32,26.10,30.90,-3.92,-4.73,-3.00,0.00,-0.12,0.53,26.79,0,1000.00,*4E
1584,925.53,55.80,#,#,#,#,#,#,#,184.02,0.32,26.10,30.89,-3.47,-5.58,-2.51,-0.15,0.14,0.22,26.74,0,1000.00,*4A
1585,926.12,55.80,#,#,#,#,#,#,#,184.22,0.31,26.10,30.86,-3.06,-4.36,-3.78,0.04,-0.52,0.53,26.79,0,1000.00,*B7
1586,926.71,55.10,#,#,#,#,#,#,#,184.14,0.32,26.09,30.85,-3.93,-4.38,-3.56,-0.36,0.40,0.03,26.69,0,1000.00,*2C
1587,927.29,55.80,#,#,#,#,#,#,#,184.20,0.32,26.10,30.85,-4.87,-5.45,-3.83,-0.01,-0.22,0.04,26.79,0,1000.00,*FF
1588,927.87,55.80,#,#,#,#,#,#,#,184.11,0.31,26.10,30.83,-5.19,-5.64,-3.46,-0.61,0.61,-0.10,26.79,0,1000.00,*6F
1589,928.46,55.10,#,#,#,#,#,#,#,184.32,0.32,26.09,30.80,-6.10,-6.92,-4.20,-0.04,0.13,0.18,26.79,0,1000.00,*C8
1590,929.04,55.10,#,#,#,#,#,#,#,184.11,0.31,26.10,30.78,-5.80,-6.83,-4.76,-0.38,0.10,-0.13,26.74,0,1000.00,*28
1591,929.63,55.10,#,#,#,#,#,#,#,184.43,0.32,26.09,30.78,-7.66,-7.02,-4.75,0.14,0.38,0.61,26.79,0,1000.00,*28
1592,930.21,55.80,#,#,#,#,#,#,#,184.43,0.32,26.09,30.78,-7.24,-9.05,-4.39,0.04,-0.17,0.09,26.74,0,1000.00,*B8
1593,930.79,55.80,#,#,#,#,#,#,#,184.42,0.32,26.09,30.76,-8.94,-9.63,-4.66,0.09,0.35,0.55,26.74,0,1000.00,*B7
1594,931.38,55.80,#,#,#,#,#,#,#,184.13,0.32,26.09,30.74,-7.53,-8.02,-5.67,-0.13,0.37,-0.36,26.74,0,1000.00,*F7
1595,931.96,55.80,#,#,#,#,#,#,#,184.32,0.32,26.09,30.72,-8.09,-8.55,-4.35,0.65,-0.07,-0.16,26.74,0,1000.00,*28
1596,932.54,55.10,#,#,#,#,#,#,#,184.16,0.31,26.09,30.70,-5.37,-9.56,-3.70,-0.37,-0.89,-0.64,26.79,0,1000.00,*99
1597,933.13,55.10,#,#,#,#,#,#,#,184.26,0.32,26.09,30.69,-6.07,-7.51,-3.39,0.57,0.46,0.57,26.74,0,1000.00,*82
1598,933.72,55.80,#,#,#,#,#,#,#,184.48,0.31,26.09,30.67,-4.70,-7.87,-3.78,0.08,0.22,0.33,26.74,0,1000.00,*57
1599,934.30,55.80,#,#,#,#,#,#,#,184.55,0.32,26.09,30.65,-5.16,-6.75,-4.06,-0.01,0.70,-0.12,26.79,0,1000.00,*58
1600,934.89,55.10,#,#,#,#,#,#,#,184.52,0.32,26.09,30.64,-3.53,-7.74,-4.85,-0.75,0.29,-1.14,26.79,0,1000.00,*BF
1601,935.47,55.10,#,#,#,#,#,#,#,184.45,0.32,26.09,30.63,-4.90,-8.36,-4.53,0.30,0.16,-0.40,26.74,0,1000.00,*12
1602,936.05,55.80,#,#,#,#,#,#,#,184.52,0.32,26.09,30.62,-4.85,-7.85,-2.54,-0.41,-0.65,-0.52,26.74,0,1000.00,*22
1603,936.64,55.10,#,#,#,#,#,#,#,184.50,0.31,26.09,30.62,-4.88,-6.90,-1.34,-0.04,0.58,-0.14,26.74,0,1000.00,*13
1604,937.23,55.80,#,#,#,#,#,#,#,184.53,0.32,26.09,30.60,-4.02,-5.03,-2.63,0.13,-0.33,0.14,26.69,0,1000.00,*F7
1605,937.81,55.80,#,#,#,#,#,#,#,184.49,0.32,26.08,30.57,-5.35,-5.36,-1.25,-0.25,0.23,-0.24,26.74,0,1000.00,*E1
1606,938.39,55.80,#,#,#,#,#,#,#,184.55,0.31,26.08,30.56,-4.81,-3.63,-2.24,-0.12,-0.16,0.40,26.69,0,1000.00,*82
1607,938.98,55.80,#,#,#,#,#,#,#,184.64,0.32,26.08,30.54,-4.67,-4.65,-2.29,0.77,0.20,0.57,26.69,0,1000.00,*72
1608,939.56,55.80,#,#,#,#,#,#,#,184.50,0.31,26.08,30.52,-5.49,-4.13,-1.93,-0.29,-0.14,0.09,26.74,0,1000.00,*C5
1609,940.15,55.80,#,#,#,#,#,#,#,184.64,0.32,26.08,30.49,-6.06,-4.51,-2.09,-0.26,0.42,-0.13,26.79,0,1000.00,*66
1610,940.73,55.80,#,#,#,#,#,#,#,184.67,0.32,26.08,30.48,-6.10,-5.36,-2.29,-0.39,0.35,0.23,26.74,0,1000.00,*81
1611,941.31,55.80,#,#,#,#,#,#,#,184.76,0.32,26.08,30.46,-5.98,-4.03,-2.62,-0.62,0.56,-0.22,26.65,0,1000.00,*C3
1612,941.90,55.80,#,#,#,#,#,#,#,184.64,0.32,26.08,30.42,-6.59,-5.22,-2.80,-0.15,-0.00,0.12,26.74,0,1000.00,*90
1613,942.48,55.80,#,#,#,#,#,#,#,184.89,0.32,26.08,30.41,-6.65,-5.86,-3.39,-0.24,0.13,-0.31,26.74,0,1000.00,*36
1614,943.06,55.80,#,#,#,#,#,#,#,184.93,0.32,26.08,30.39,-7.60,-5.31,-3.76,-0.32,0.29,-0.15,26.74,0,1000.00,*29
1615,943.65,55.80,#,#,#,#,#,#,#,184.82,0.32,26.08,30.38,-7.34,-6.13,-2.68,-0.34,0.15,0.10,26.69,0,1000.00,*3B
1616,944.23,55.80,#,#,#,#,#,#,#,184.89,0.32,26.08,30.35,-7.98,-7.47,-4.32,-0.01,0.05,0.21,26.84,0,1000.00,*14
1617,944.82,55.80,#,#,#,#,#,#,#,184.79,0.32,26.08,30.34,-6.92,-7.56,-3.54,-0.22,0.02,-0.26,26.74,0,1000.00,*45
1618,945.40,55.80,#,#,#,#,#,#,#,184.85,0.32,26.08,30.33,-7.98,-6.55,-3.47,0.46,0.50,0.61,26.69,0,1000.00,*D1
1619,945.98,55.80,#,#,#,#,#,#,#,184.88,0.32,26.08,30.31,-8.21,-8.17,-3.31,-0.19,0.06,-0.10,26.65,0,1000.00,*6E
1620,946.56,55.10,#,#,#,#,#,#,#,185.02,0.32,26.08,30.32,-8.35,-8.27,-5.14,-0.46,0.64,-0.21,26.65,0,1000.00,*E2
1621,947.15,55.80,#,#,#,#,#,#,#,184.93,0.32,26.08,30.31,-7.65,-8.60,-4.57,0.58,-0.15,0.28,26.69,0,1000.00,*7E
1622,947.73,55.10,#,#,#,#,#,#,#,184.97,0.32,26.08,30.31,-9.08,-8.12,-4.60,0.11,0.35,0.26,26.69,0,1000.00,*5B
1623,948.32,55.80,#,#,#,#,#,#,#,185.01,0.32,26.08,30.28,-7.22,-7.83,-4.27,-0.28,0.06,-0.53,26.74,0,1000.00,*F9
1624,948.90,55.80,#,#,#,#,#,#,#,184.83,0.32,26.07,30.28,-9.39,-8.21,-3.47,0.45,0.37,0.22,26.65,0,1000.00,*67
1625,949.48,55.80,#,#,#,#,#,#,#,184.99,0.32,26.07,30.27,-7.28,-9.45,-3.99,-0.31,-0.31,-0.79,26.74,0,1000.00,*BA
1626,950.07,55.80,#,#,#,#,#,#,#,184.92,0.32,26.07,30.26,-6.35,-9.98,-5.85,1.06,-0.26,0.20,26.60,0,1000.00,*61
1627,950.65,55.80,#,#,#,#,#,#,#,185.02,0.32,26.07,30.26,-6.38,-9.09,-3.05,0.26,-1.12,-0.64,26.65,0,1000.00,*3F
1628,951.24,55.10,#,#,#,#,#,#,#,184.96,0.32,26.07,30.26,-6.30,-9.81,-2.14,0.96,0.30,0.52,26.74,0,1000.00,*D9
1629,951.82,55.10,#,#,#,#,#,#,#,185.12,0.32,26.07,30.26,-5.70,-9.56,-1.77,0.48,-0.82,0.00,26.65,0,1000.00,*D7
1630,952.40,55.80,#,#,#,#,#,#,#,184.99,0.32,26.07,30.27,-4.94,-8.03,-2.08,0.56,-0.03,0.43,26.74,0,1000.00,*E7
1631,952.99,55.80,#,#,#,#,#,#,#,184.87,0.32,26.07,30.28,-3.39,-8.56,-3.06,0.09,-0.23,-0.05,26.69,0,1000.00,*6E
1632,953.57,55.80,#,#,#,#,#,#,#,185.12,0.32,26.07,30.28,-6.23,-7.45,-1.58,0.69,0.17,0.57,26.74,0,1000.00,*D3
1633,954.15,55.10,#,#,#,#,#,#,#,185.23,0.32,26.07,30.28,-4.75,-8.47,-2.49,-0.35,-0.36,-0.09,26.65,0,1000.00,*EF
1634,954.73,55.10,#,#,#,#,#,#,#,185.19,0.32,26.07,30.27,-5.67,-5.01,-1.80,0.04,0.32,-0.23,26.69,0,1000.00,*D3
1635,955.33,55.10,#,#,#,#,#,#,#,185.10,0.31,26.07,30.27,-4.45,-6.97,-1.72,-0.54,-0.16,-0.29,26.65,0,1000.00,*8F
1636,955.91,55.10,#,#,#,#,#,#,#,185.09,0.32,26.06,30.26,-4.20,-6.03,-1.44,-0.18,0.23,-0.02,26.69,0,1000.00,*39
1637,956.50,55.10,#,#,#,#,#,#,#,185.01,0.32,26.06,30.26,-4.27,-6.02,-1.16,-0.42,-0.54,0.18,26.65,0,1000.00,*33
1638,957.08,55.80,#,#,#,#,#,#,#,185.20,0.32,26.06,30.25,-4.36,-6.12,-0.89,-0.10,0.03,0.15,26.69,0,1000.00,*48
1639,957.66,55.80,#,#,#,#,#,#,#,185.40,0.32,26.06,30.24,-4.08,-6.99,-2.17,-0.40,-0.15,0.17,26.65,0,1000.00,*DE
1640,958.25,55.10,#,#,#,#,#,#,#,185.32,0.31,26.07,30.24,-4.85,-6.48,-1.22,-0.19,0.09,-0.03,26.65,0,1000.00,*AD
